"","sample","tissue","endometriosis","severity","X1007_s_at","X1552257_a_at","X1552302_at","X1552370_at","X1552474_a_at","X1552486_s_at","X1552667_a_at","X1552719_at","X1552889_a_at","X1552930_at","X1552978_a_at","X1553275_s_at","X1553286_at","X1553647_at","X1553677_a_at","X1553689_s_at","X1553694_a_at","X1553695_a_at","X1553696_s_at","X1553703_at","X1553749_at","X1553858_at","X1553956_at","X1553960_at","X1553961_s_at","X1553962_s_at","X1553968_a_at","X1553989_a_at","X1554076_s_at","X1554077_a_at","X1554145_a_at","X1554154_at","X1554167_a_at","X1554171_at","X1554202_x_at","X1554241_at","X1554260_a_at","X1554316_at","X1554455_at","X1554470_s_at","X1554480_a_at","X1554588_a_at","X1554769_at","X1554868_s_at","X1554915_a_at","X1555201_a_at","X1555243_x_at","X1555259_at","X1555310_a_at","X1555311_at","X1555501_s_at","X1555600_s_at","X1555735_a_at","X1555758_a_at","X1555759_a_at","X1555781_at","X1555812_a_at","X1555831_s_at","X1555848_at","X1555868_at","X1555874_x_at","X1555878_at","X1555962_at","X1556116_s_at","X1556308_at","X1556345_s_at","X1556385_at","X1556590_s_at","X1557053_s_at","X1557066_at","X1557067_s_at","X1557073_s_at","X1557116_at","X1557240_a_at","X1557350_at","X1557411_s_at","X1557419_a_at","X1557433_at","X1557551_at","X1557828_a_at","X1558142_at","X1558173_a_at","X1558214_s_at","X1558250_s_at","X1558281_a_at","X1558407_at","X1558410_s_at","X1558605_at","X1558693_s_at","X1559437_at","X1559663_at"
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.768456,11.187696,4.498046,3.788632,8.59126,4.146375,6.46088,3.465253,8.252022,8.51034,3.038383,2.793816,4.803502,7.310692,6.611363,5.022677,2.35161,7.176854,4.630617,7.639247,6.168243,8.179471,5.56256,9.753488,10.395998,6.865725,6.133121,5.199975,5.534566,8.55529,2.84335,2.700171,6.566476,8.045813,5.804668,8.488809,4.163851,8.536662,6.146914,3.786046,6.320845,5.025342,9.136541,8.282048,2.916115,3.591095,6.745642,4.517557,7.615243,4.126018,3.748604,3.088704,7.631122,4.38046,10.571513,6.161627,9.744477,9.867157,4.975025,5.739691,8.712811,3.850313,8.445657,5.463836,8.917186,4.270576,8.479123,3.62152,8.385075,3.47773,5.488081,2.627122,6.526275,2.800033,4.494311,5.19159,5.171199,4.384793,5.20937,5.737085,8.414367,5.987727,2.39899,2.964457,7.118305,7.210982,3.82389,5.892167,10.605953,4.4257,3.728613
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.435619,9.594895,6.045721,4.644554,8.87576,2.236067,4.637108,4.472042,7.388945,9.560647,2.385026,3.147052,4.401366,3.213544,5.80428,4.741691,2.348427,6.580034,4.630617,6.929441,4.803549,8.667974,4.909572,9.605986,9.233491,6.096076,6.917012,5.907535,5.415423,7.93558,2.317052,2.520914,7.085066,7.97832,5.095939,8.253796,2.754823,6.596668,6.080254,4.12005,7.120214,4.285709,9.298082,7.685449,2.719711,3.800405,7.887143,4.857918,8.834194,3.314011,4.401255,3.328446,8.036333,3.150678,10.842589,6.80499,8.358983,9.687234,4.975025,5.270454,8.716729,6.002515,7.784667,6.118248,8.726168,4.270576,8.984105,6.172433,8.727619,3.43205,5.555977,3.61553,5.768735,4.736219,4.236671,4.275643,4.587091,5.97166,6.861298,6.553316,9.676234,4.436041,2.39899,4.412764,7.191226,6.490406,5.802859,9.029636,10.270349,3.719644,3.992828
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.068902,10.166656,7.109244,5.053898,8.882482,3.492521,4.597934,4.606048,6.587117,8.732181,4.191394,3.354305,4.073396,3.915482,5.64167,4.986149,2.960602,7.083384,4.156258,8.132063,3.328879,7.37291,5.92,8.279714,6.725484,5.854841,5.825417,6.557785,3.504731,6.796098,3.331619,2.553179,7.075153,7.053397,5.540194,8.931886,4.673934,6.522366,7.421982,5.052638,8.201289,5.299908,9.506377,9.475776,4.490292,6.087076,7.17471,4.666232,8.948995,3.006964,4.399091,5.742741,7.588973,7.29008,8.594724,4.454184,7.833262,9.492867,5.112686,5.484043,8.765505,5.728801,6.268095,7.092204,6.777225,5.647404,8.690385,7.439565,9.012805,3.74741,6.397676,3.783031,4.713801,3.981612,5.839251,4.540822,5.469225,5.905518,7.778863,7.661761,9.727419,5.789451,2.236067,3.668359,6.402218,6.323295,6.740547,6.335473,9.210381,4.678889,5.091278
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.185646,9.545966,5.7834,4.380169,8.042514,3.129754,5.157954,4.409735,6.694994,8.518854,2.765055,2.554642,4.717957,3.057962,6.347344,5.256743,2.271728,6.058388,5.285955,8.407245,6.225461,8.326708,6.177946,9.708918,9.964652,5.481499,5.410003,6.603512,3.403079,5.81183,3.572731,2.236067,6.963374,7.921906,4.180695,7.98327,4.142251,7.868422,4.66022,3.806143,7.474627,4.54126,7.82296,8.760392,3.782493,4.563572,7.267971,4.201922,7.423568,3.60161,5.436369,3.025553,8.284737,7.746929,8.592684,6.133559,8.075027,9.287007,5.292294,4.72525,8.318618,6.275402,6.552878,6.774143,7.892265,4.059203,7.821124,4.069826,9.230393,3.581417,5.682388,3.396511,4.965288,3.863947,4.395221,5.427037,5.171199,6.952739,7.135981,6.501898,10.096364,6.769902,2.236067,4.566569,4.753305,7.029331,5.437959,7.794077,9.83432,5.7056,2.687323
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.57425,8.546431,5.794159,6.882863,6.2178,3.779494,3.405831,4.65576,5.929492,7.27602,4.419112,4.011148,5.908844,3.359059,7.880016,6.46021,2.535165,3.635669,4.630617,9.483396,6.317889,6.791728,6.316353,8.005351,7.802664,3.079602,5.410003,7.149547,3.504731,5.192739,4.202699,2.401426,6.823623,7.019708,4.038806,8.778715,4.993351,5.85375,6.789258,4.224885,8.899724,6.134594,7.780581,9.180386,4.917525,6.868389,8.860435,5.543583,7.076611,3.154432,6.405882,4.02885,5.052418,8.921753,7.362325,5.219697,7.260296,6.768231,5.542553,3.523229,8.18367,7.23721,4.148084,5.740414,6.824661,4.600958,6.842855,5.968165,9.038661,3.74563,5.621996,4.04767,6.101487,5.955516,3.924996,5.696404,5.557409,6.306877,4.591791,6.601438,11.228795,8.578585,2.236067,6.939135,5.609297,5.931521,5.86898,8.386234,7.644907,4.085577,4.155148
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.076788,9.88847,7.264657,4.89791,8.512744,3.147186,4.637108,4.797293,7.771,9.332039,3.46798,3.512817,4.720308,3.02549,5.92903,4.952965,3.070371,6.456443,4.156258,8.417587,4.19995,8.281493,5.627536,9.413747,9.153953,5.429868,6.704988,7.412683,3.379801,7.10376,2.73358,2.520914,6.042564,7.440666,4.47891,7.916342,3.353372,8.963422,6.71198,4.003835,8.219193,5.275414,9.121855,8.612417,4.748232,3.788153,7.267971,4.800616,8.3893,3.724269,3.95149,3.200422,7.025435,5.364104,7.770698,6.944894,7.701077,9.398811,4.975025,6.019786,7.702738,6.531093,5.456755,5.731812,7.318795,4.448411,6.842855,5.003223,9.054764,3.43205,5.94103,3.916807,5.691803,3.863947,4.395221,4.913479,5.107014,6.073126,5.894386,6.611997,10.004501,6.642172,2.236067,5.797612,7.090194,6.529921,5.130963,7.494257,9.451762,3.858076,4.129709
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.891773,10.95259,5.347789,5.053898,5.781134,5.569083,5.787796,4.777847,6.897733,5.572507,5.515717,6.186757,6.768634,7.476706,7.160649,5.203217,3.070371,5.783834,4.630617,8.965216,6.787843,6.636739,6.148818,9.66071,9.547867,5.665607,5.410003,6.623569,4.519195,6.298518,3.749478,2.520914,6.840984,6.897481,4.267831,8.945492,5.707829,7.611777,6.285082,4.171035,7.86434,4.443059,7.297593,9.236294,5.205479,5.375926,7.117854,3.856778,7.203151,3.135388,5.473059,3.088704,6.837765,5.022325,6.547112,5.010446,9.102189,9.165032,5.112686,4.142378,7.74454,7.723702,6.693843,4.166448,7.176299,4.066582,8.876785,4.020728,8.951564,3.43205,6.709455,4.005963,6.10855,4.884454,4.208114,6.366537,7.635374,5.680904,5.120327,7.047679,8.99848,7.738926,2.505211,4.775459,6.547561,5.931791,5.797026,6.092813,8.707938,4.684703,7.078054
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.48959,9.795035,4.933972,6.256931,5.299151,6.735426,4.637108,4.860975,5.655188,5.018937,6.285431,6.212853,5.571043,5.904045,7.357833,6.756834,4.018666,5.37202,4.981105,8.800529,8.39397,6.636739,6.977683,9.099569,9.232434,6.815637,4.932,7.057305,3.957001,6.166517,4.49116,2.640313,8.765856,6.933885,3.937486,9.60468,6.326832,5.949483,6.825098,6.451843,8.372501,4.730815,6.464052,10.874842,6.095272,6.941139,7.24974,4.277384,5.491544,3.056792,5.89897,4.024228,6.79009,7.175922,7.981134,4.054529,10.739291,8.961581,5.112686,3.505928,7.965381,8.263159,8.935476,4.645479,7.035787,4.270576,9.296271,3.96183,9.118184,4.027506,7.901955,4.0484,7.026996,5.486056,5.002769,7.684065,6.116818,6.835796,6.472644,7.957495,9.385868,6.381538,6.247731,6.45517,5.058918,5.829716,6.596549,5.355555,8.530498,4.320987,4.796015
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.146156,9.196853,5.998601,5.829145,7.135992,3.707647,4.637108,4.731736,6.572903,8.02896,2.877569,5.019171,4.868557,3.859273,6.048457,4.594211,2.779663,6.431945,4.681515,8.623001,7.324141,7.842686,5.783364,9.270752,9.124683,5.973917,6.182019,8.323823,3.5109,6.465826,3.749478,2.700171,7.24647,7.291006,4.617392,7.847672,6.002704,6.716156,5.755109,4.635398,7.766847,4.900653,8.017512,9.613483,4.70755,5.786516,6.757389,4.907257,8.398993,3.404288,4.98956,6.787919,7.182544,7.079383,6.542439,5.658789,7.643349,9.204167,5.112686,4.185426,8.414244,5.74631,5.853243,5.451646,7.213745,4.270576,8.610033,5.464589,8.686338,4.027506,5.421525,3.921425,5.182232,5.116997,4.951706,6.289719,7.224778,6.390947,5.587739,7.169617,9.239742,6.653676,2.236067,4.984222,8.25361,5.941852,5.704507,7.822378,8.99646,4.717372,5.412104
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.098432,10.080826,5.461129,5.842945,7.72583,3.69824,5.227834,3.654107,7.196842,9.041577,4.255725,3.8027,4.035664,3.610457,6.136015,4.615602,2.90476,6.565966,3.922976,8.438098,3.328879,7.250813,5.496239,9.235848,9.212005,7.42628,6.758156,6.152681,3.504731,7.250977,3.572731,2.524648,7.794317,7.28698,4.484666,8.410623,4.964407,6.930746,6.860446,4.236181,7.748618,5.675553,9.383806,9.249322,4.853392,5.663353,7.234189,4.737477,8.00361,3.151267,5.197326,7.046782,7.373789,5.364104,7.823804,4.296782,9.001322,9.896646,5.112686,5.672418,8.056845,6.243639,6.0346,5.473032,6.393613,4.24929,7.702194,5.00249,8.705953,3.60595,7.389751,3.783031,4.450103,5.438266,4.998412,5.544338,5.671829,6.423953,5.874321,6.822885,9.843613,7.573294,2.505211,3.981508,8.089797,5.932061,5.690969,6.32514,9.375748,4.120984,6.198524
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.156272,10.606854,3.065219,5.824058,6.73626,5.111161,6.002939,3.753419,7.185084,5.440136,3.502685,4.447395,6.104733,7.14492,7.497138,5.847926,2.619003,6.352925,4.630617,8.057935,6.214552,6.503515,6.148818,9.678973,9.948721,5.923742,5.858225,2.921559,4.571704,6.728495,3.749478,2.236067,7.805099,6.770357,4.008435,7.90614,4.982391,5.288828,5.200513,4.703908,7.511972,5.232094,6.77087,9.207446,5.049452,5.021189,7.189692,4.002232,6.587326,3.140417,5.589707,4.761046,6.84346,6.837193,8.430715,5.10823,10.818085,9.292762,5.112686,4.519294,7.606641,7.003193,8.158221,3.952539,7.150573,3.290094,8.176989,3.683219,8.791741,3.451224,6.534615,3.87507,6.101487,4.384832,3.431933,6.724923,5.940006,4.330776,5.147401,6.309594,8.681794,5.416263,2.505211,4.235593,5.082394,6.402823,4.545313,5.750586,9.025696,3.984998,4.329896
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.339196,10.357592,5.521847,4.95976,5.925127,5.088425,4.88372,5.382939,6.840154,5.897599,5.270835,6.253066,6.137493,7.065565,7.683312,5.547208,2.553995,5.204027,4.840567,9.119566,6.318176,6.636739,6.309877,9.346358,9.245756,5.015401,5.410003,6.252705,3.631461,5.803767,3.749478,2.520914,7.094362,6.828347,4.356733,9.036917,5.80872,6.830619,7.168372,5.162563,8.219193,5.002556,8.809288,9.661632,5.633125,5.846096,7.267971,4.460746,6.980394,3.065751,5.436369,4.773113,6.443589,4.208016,7.202712,4.21668,8.45657,9.159981,5.192372,4.354303,7.426447,7.859206,7.608605,6.547475,6.81946,5.047229,8.88276,4.136161,9.768164,3.895003,6.798586,3.902876,6.63591,5.562505,5.102002,7.345879,6.655802,6.761192,5.897797,7.777359,9.773155,8.199917,2.39899,5.277766,6.328846,5.65631,6.855617,6.690849,8.823804,4.937161,6.983938
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.799174,8.307536,5.445311,5.337744,6.624117,5.111234,4.596266,5.415044,5.987563,6.783225,4.138639,3.7657,5.827395,3.02549,6.432778,6.809012,2.521366,4.489574,5.394401,9.724954,6.991548,6.634354,6.517794,8.023626,7.287204,5.958602,5.410003,4.326533,3.650986,6.395193,3.606583,2.700171,7.49928,7.024532,4.334784,9.612038,4.758763,6.307989,7.058838,5.175565,9.231429,6.89327,9.122997,8.81528,5.809322,5.512146,8.823984,6.158853,5.148427,2.966342,7.342166,4.237018,5.798204,4.333083,7.716026,4.475975,9.279703,7.371163,5.074098,3.441066,8.449817,7.664083,7.252577,5.621478,6.853573,3.972134,8.406984,6.593996,9.631194,3.940516,7.255867,3.16859,6.115845,5.506027,4.330902,6.485761,5.11041,6.314738,4.934235,7.139818,10.738302,9.593021,2.268032,5.877598,5.403867,5.931791,6.361952,7.626442,8.927883,3.747481,4.129709
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.658506,8.966921,5.442209,6.941223,6.035899,4.833181,4.336495,5.602089,5.713892,7.230379,4.598613,4.918109,5.526483,3.881119,7.776755,6.306212,4.608258,5.310381,4.635374,8.897699,7.927697,6.808059,6.552899,8.548437,8.413024,6.513044,5.410003,6.422565,3.132365,5.212614,4.895381,2.677058,7.848715,7.235291,3.937486,8.159507,6.839987,5.949483,6.651211,4.941522,8.661753,6.570772,6.995473,10.813697,5.516406,6.891548,7.261926,5.313322,7.222238,3.155554,6.204135,7.189601,6.166603,9.19286,7.075292,4.224402,8.098894,8.666673,5.332629,3.378338,7.417408,8.091677,5.137502,5.463836,5.926045,5.744256,7.042704,6.468719,9.089693,4.027506,7.513739,4.562448,5.382952,6.972475,5.383313,6.756716,7.448983,7.398549,6.129119,7.521911,9.707081,7.554907,2.361059,6.886418,6.08404,4.955299,6.059787,7.444884,8.224211,5.643987,6.635318
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.29201,9.547485,5.523565,3.465927,8.80578,3.794868,6.644064,5.32773,7.796003,7.147266,3.823696,4.174709,4.417919,3.035267,7.048063,4.194423,2.893375,6.470413,4.687313,8.762282,4.326979,7.571373,5.921796,9.144529,9.209697,7.476762,5.815154,4.860199,3.504731,6.060832,3.084317,2.520914,7.494344,7.46006,4.427322,8.545745,4.280296,5.633191,6.184026,4.12005,8.219193,5.025342,9.117493,9.586522,4.55329,6.313861,7.328692,5.322691,7.033829,3.591969,4.699406,4.221218,7.738545,5.23364,8.643631,4.919738,8.869898,9.728682,4.975025,4.121011,8.113922,6.220072,4.788662,6.649904,7.578316,4.40021,8.07236,6.337454,9.260683,4.027506,7.228392,3.783031,5.858457,5.390225,5.387252,5.089484,5.067812,7.284534,6.430646,6.798102,9.75784,6.887658,2.505211,5.282951,5.637453,5.815663,6.547001,7.84737,8.860188,5.557494,3.728613
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.09351,10.087353,5.663424,4.695283,9.116328,3.832031,6.305024,3.672894,7.343865,7.814147,4.779879,2.619807,5.537215,3.076948,6.597437,4.48953,3.070371,6.926809,4.590732,7.660222,5.56012,7.551859,6.347321,9.052781,9.632203,7.099473,6.402741,5.43361,3.504731,7.023358,3.749478,2.236067,8.428045,7.463838,4.130894,8.701816,4.949794,5.949483,5.599316,4.12005,7.72445,5.229669,8.493956,9.951621,5.179451,5.375926,7.024569,3.89001,7.712317,3.135388,5.639712,4.238871,7.670654,7.989746,10.652859,5.736888,9.591204,9.572241,4.975025,4.18297,8.450911,6.003187,6.259018,3.931105,7.717503,3.434192,7.394815,4.113593,8.656993,3.443189,7.258023,3.921815,5.630009,3.207261,3.368035,5.022707,4.745023,4.892687,2.848516,5.442765,8.625954,7.146941,2.505211,5.204703,4.693247,6.031777,4.937405,5.829479,9.148869,3.638991,2.934312
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.259691,8.039814,6.146078,6.664027,5.835226,6.433804,3.624863,3.221758,5.598481,6.332015,5.976924,2.308217,6.729071,3.610457,8.12247,6.767634,4.583948,4.833914,5.829799,8.621203,10.413088,6.478877,8.690394,8.404284,7.265029,3.642907,5.148721,4.897751,3.37711,4.424545,4.266702,2.700171,8.287469,7.153633,3.90461,6.725113,6.028857,4.960102,6.937472,5.42434,9.791892,7.472778,7.626278,10.435206,6.949399,6.166649,8.191026,5.651414,5.28941,3.21262,8.461914,4.536746,7.02281,9.505968,5.519816,3.862017,7.495382,7.704127,5.268268,2.236067,7.915553,8.068818,4.99487,3.431363,5.905911,5.129668,6.679702,4.241698,9.676264,4.089144,8.00194,5.013627,6.101487,3.593327,3.091022,7.320807,5.107014,6.799039,3.071422,6.108488,9.265063,7.383856,3.130358,7.124678,5.444223,5.520064,4.148146,6.157197,7.096522,3.58299,2.565132
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.689713,7.793815,5.117834,7.142565,5.781134,5.499911,3.546142,3.001325,5.713892,6.403512,6.312753,2.236067,6.411666,3.1691,8.371002,6.920339,4.630168,4.975498,5.966517,9.208195,8.700094,6.532754,8.223151,8.014582,7.167379,3.036351,4.51604,5.753575,3.622833,5.259658,4.142626,2.700171,8.463527,6.461918,4.078974,6.903373,6.066401,4.620896,6.665998,5.630143,10.145123,7.841334,7.831187,10.347458,6.568463,6.78857,8.102255,4.123981,5.592216,3.166987,7.404669,5.074698,6.876031,8.938895,8.18523,3.913451,7.700574,7.876386,6.484651,2.251598,7.636357,6.948056,4.466698,3.169346,5.98768,4.573549,5.754444,4.201503,9.667867,4.707035,7.683288,5.579953,6.551496,3.439162,3.473714,8.062246,4.961453,6.537539,2.303157,5.418994,9.971173,7.199218,4.353269,6.294383,5.72691,5.464835,4.248586,6.2065,7.616741,2.427512,3.728613
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.403954,7.983493,5.461129,7.386491,5.364004,5.828032,3.612735,3.362146,5.552016,6.600723,5.33761,2.941232,5.850454,3.02549,8.467105,6.128119,4.64987,5.110613,5.986484,8.883262,8.953809,6.125752,8.01169,8.428222,7.560327,3.642907,4.397657,7.852943,3.37711,3.753448,4.434366,3.918088,8.126904,6.984888,3.937486,5.900866,6.490883,5.655633,7.918219,6.090921,9.441954,7.150124,8.054377,10.240839,5.566453,6.077522,8.864975,6.083868,5.429746,3.987965,7.437544,5.447484,7.803595,8.936707,6.426068,3.248278,7.201535,8.185742,6.17743,3.042823,7.954142,9.251228,4.525344,5.452052,5.61394,6.375384,6.909427,5.492513,9.916028,6.954764,9.488781,4.728797,5.748407,4.602448,3.757132,7.64011,4.480086,7.300709,2.412729,6.501898,10.141118,6.609697,3.202336,7.157424,7.138783,5.509713,5.310289,6.218804,7.154702,3.573941,2.687323
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.150231,7.525766,4.590566,5.835254,4.73677,7.173458,4.105926,2.759639,5.363084,4.969078,6.570829,2.342567,5.988048,3.253784,8.052888,6.981261,5.901544,4.742589,6.228808,9.043973,9.454334,6.372096,7.965194,8.133372,6.743682,6.100319,5.10538,4.207506,3.391555,4.297801,4.112654,3.41837,8.885748,6.570694,4.078974,7.265973,6.992423,5.030722,6.676848,6.645315,9.176651,6.613865,7.698014,10.86308,6.342244,6.973595,8.285383,4.97288,4.307999,3.754308,8.539095,8.164428,7.482877,5.106753,9.024861,4.054529,8.662951,7.683036,6.582865,2.236067,7.694626,8.49211,6.844037,4.342049,5.779132,4.779877,8.579073,4.121823,9.327897,6.335597,8.894432,5.900694,7.117187,2.689493,2.761647,7.249384,4.497577,6.56703,2.412729,5.833425,9.894365,7.202484,5.700318,6.392658,4.692045,4.989504,4.253461,6.360884,7.836492,3.58299,2.687323
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.085142,7.936049,5.242681,6.73041,4.373418,5.601508,3.35262,3.654565,5.363084,5.351597,5.422664,2.941232,6.159076,3.194552,7.087932,6.14637,4.455996,5.100972,5.605699,8.771182,9.089804,6.60116,7.262872,8.577595,7.298441,3.574941,4.397657,8.879617,3.455301,4.597549,3.885226,3.901996,8.195439,7.000369,3.937486,6.103229,7.892029,5.357852,6.648016,6.061797,9.567606,6.879888,8.043869,10.891485,6.6003,6.190805,7.738119,5.170351,6.21005,3.629764,7.604793,8.675295,7.098122,5.190809,6.229576,2.940949,7.119054,8.481721,6.463562,3.99818,7.544015,8.232213,5.329479,4.053178,5.354354,6.53134,7.36436,5.268096,9.420923,5.980575,8.644716,5.342231,5.534332,4.548918,3.680111,8.431019,6.849923,6.340236,2.90106,6.094115,9.891639,5.970776,3.054099,6.659903,8.04416,5.305452,5.126617,6.719087,7.301584,3.573941,3.86448
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.449637,7.921175,4.995973,6.558757,5.781134,5.84243,3.633291,2.850773,5.626452,6.462119,6.104176,2.437885,6.311363,3.065732,7.901032,6.799964,5.102362,5.265257,6.047656,8.786729,9.236148,6.372096,8.009003,8.107379,7.591651,3.642907,5.156877,8.064039,3.481373,3.719686,4.459713,2.700171,8.865554,7.46581,4.078974,5.975413,6.874218,5.573951,7.435038,6.257737,9.6249,7.582929,7.745205,10.193313,5.513129,6.704492,8.823921,5.053628,5.260408,3.593616,7.427721,5.577377,7.555136,9.019739,7.645909,4.054529,7.69581,8.293459,6.056897,2.251598,7.831836,8.213685,4.421965,4.787219,5.981961,6.272412,6.842855,4.729719,9.669912,7.908031,9.938107,5.272561,5.907968,4.044174,3.431933,7.76755,5.136584,6.808786,2.612108,6.420414,9.953108,6.609729,3.534289,6.326402,5.854917,5.305452,4.248586,6.164581,7.740201,3.573941,2.268453
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.762016,7.657137,5.252559,6.49117,5.397706,6.239374,4.340342,4.224037,5.363084,6.169359,5.693365,3.764828,6.237496,3.02549,8.119139,6.835913,5.764373,5.070863,5.732897,8.805174,9.348832,5.978962,8.203505,8.261319,7.515645,3.898419,4.94355,7.586705,3.378783,4.559816,4.090671,2.932636,8.845797,6.905951,4.078974,5.359732,6.773747,5.313961,6.608044,5.474347,9.505039,7.194645,7.798139,10.175313,5.964341,6.902729,8.374447,5.973896,4.90117,3.147461,7.493321,5.564883,7.443652,9.150694,6.635291,4.054529,7.434651,8.369537,5.570067,2.251598,8.249743,8.782029,4.612619,4.535074,5.65515,6.442271,6.938593,5.862914,9.874465,6.793954,9.405206,5.362702,5.422227,3.51742,4.395221,8.145615,5.543784,6.702332,3.344194,6.428069,9.498956,5.823981,4.396038,6.641514,5.586239,5.483937,5.386952,6.280306,7.897952,3.770064,3.728613
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.719371,8.470618,4.951556,7.358956,6.080769,5.839456,4.172095,3.377797,5.56397,6.042304,6.322416,2.611338,5.985636,3.610457,7.701704,6.680621,5.519937,4.909307,6.316005,8.681829,9.11002,6.25297,8.202746,8.268647,7.30884,3.642907,5.006396,7.535582,3.576446,4.793333,4.755794,2.789326,8.627032,7.124685,4.167267,6.000775,6.810938,4.297845,6.757035,6.065151,9.302551,7.668799,7.430415,10.338822,6.564122,6.946368,7.540907,5.510156,6.559081,4.030789,7.923595,5.783075,7.191589,9.705322,5.972222,4.054529,6.901795,7.928994,6.408503,3.155512,7.829218,8.221569,4.198535,4.530949,5.163745,4.765697,6.021962,4.172685,9.564805,5.616757,8.960666,5.533705,5.767786,3.586191,3.31516,8.026673,4.862615,6.905101,2.418988,5.622657,9.433617,5.850648,4.747652,6.792636,5.946073,5.877339,4.270945,6.499508,7.410488,3.58299,2.924795
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.270758,8.600069,3.679619,7.377015,4.458339,6.31334,3.445721,3.912078,5.363084,5.163541,5.136819,3.396452,7.062171,3.359836,8.196693,6.538683,4.94523,5.170209,6.155488,8.648609,9.184648,6.265327,7.635895,8.718231,7.754262,3.618874,4.465149,9.928243,3.677025,4.979569,3.884143,4.175507,8.105071,6.960256,3.811949,6.451227,7.69747,4.758059,7.13982,5.464345,9.387982,6.883453,7.3673,10.808743,6.298775,5.576993,8.101638,5.095399,6.106863,3.179684,7.659428,7.860483,6.778029,3.833048,6.612408,3.439498,7.673379,8.716544,6.622902,2.621541,7.622025,8.260664,6.331864,4.053178,5.940531,6.076016,7.270945,4.329683,9.939911,6.508603,8.509588,4.148939,7.309573,3.968796,2.733372,8.326304,5.333366,6.339377,2.34931,5.805192,9.018808,5.557284,3.327912,6.626994,7.757497,5.34909,5.458077,6.264243,7.630236,2.236067,2.611021
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.312364,7.793815,6.19607,7.140472,5.781134,6.614051,3.75498,3.651613,5.650448,6.762406,6.787043,2.236067,6.72218,2.900588,8.053042,6.71365,4.892485,5.265257,5.947811,9.005225,9.372418,6.448926,8.385121,8.540461,7.151605,3.642907,4.880278,6.227609,3.511589,5.152551,3.749478,2.982528,8.707602,6.558842,3.937486,6.792201,6.299989,5.357276,6.166301,5.966849,10.044999,8.118983,8.256804,10.469337,7.17997,7.222476,7.987788,5.05077,6.643695,3.140417,7.98032,5.849199,6.760933,8.468902,8.002661,4.037938,7.162994,7.779115,6.63958,2.732142,8.530148,7.630424,4.810557,3.245462,5.981961,5.118124,6.310371,3.981429,9.588898,4.852044,8.317448,4.648949,5.874645,2.932287,3.129031,7.617162,3.754444,6.759174,2.346349,6.065654,9.497035,7.037543,4.354006,6.75864,5.640853,4.998949,4.454651,6.435321,7.470351,3.741063,2.619568
