Probe.Set.ID,Gene.Symbol,Gene.Title,Fold.Change: PE.E - PE.NE.NUPP,Fold.Change: ESE.E - ESE.NE.NUPP,Fold.Change: MSE.E - MSE.NE.NUPP
231075_x_at,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,-1.621128034,NA,-1.797685795
1564064_a_at,ATP11B,"ATPase, class VI, type 11B",-1.621309611,NA,-1.733647779
212570_at,ENDOD1,endonuclease domain containing 1,-1.622193854,NA,-1.720173562
203042_at,LAMP2,lysosomal-associated membrane protein 2,-1.623181686,NA,-1.524106177
236202_at,---,---,-1.623440247,NA,-1.563135732
205198_s_at,ATP7A,"ATPase, Cu++ transporting, alpha polypeptide",-1.624503396,NA,-1.520498778
213321_at,BCKDHB,"branched chain keto acid dehydrogenase E1, beta polypeptide",-1.62462243,NA,-1.625389324
210592_s_at,SAT1,spermidine/spermine N1-acetyltransferase 1,-1.624643314,NA,-1.799412362
225140_at,KLF3,Kruppel-like factor 3 (basic),-1.625986242,NA,-1.723068951
239046_at,---,---,-1.628888046,NA,-1.63664471
229273_at,SALL1,sal-like 1 (Drosophila),-1.630669308,NA,-1.71285235
240990_at,---,---,-1.631405582,NA,-1.795233325
206443_at,RORB,RAR-related orphan receptor B,-1.632972084,NA,-1.99909374
235714_at,GANC,"glucosidase, alpha; neutral C",-1.633766398,NA,-1.660234987
228415_at,AP1S2,"adaptor-related protein complex 1, sigma 2 subunit",-1.634131772,NA,-2.053916781
225965_at,DDHD1,DDHD domain containing 1,-1.63475663,NA,-1.511878831
209390_at,TSC1,tuberous sclerosis 1,-1.635006197,NA,-1.586860747
214452_at,BCAT1,"branched chain amino-acid transaminase 1, cytosolic",-1.636073036,NA,-2.34168818
1560071_a_at,---,---,-1.636395937,NA,-1.587836051
226894_at,SLC35A3,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3",-1.638702854,NA,-1.720076457
226252_at,---,---,-1.639917225,NA,-2.317898908
233068_at,---,---,-1.640421675,NA,-1.64013178
210407_at,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent, 1A",-1.642414082,NA,-1.790497909
1556151_at,ITFG1,Integrin alpha FG-GAP repeat containing 1,-1.64314348,NA,-1.50250722
229571_at,---,---,-1.643954128,NA,-1.525630164
229321_s_at,---,---,-1.644056013,NA,-1.660527293
213694_at,RSBN1,round spermatid basic protein 1,-1.646060897,NA,-1.502241216
211561_x_at,MAPK14,mitogen-activated protein kinase 14,-1.64620921,NA,-1.610726405
206662_at,GLRX,glutaredoxin (thioltransferase),-1.646393662,NA,-1.699983328
230416_at,---,---,-1.647297062,NA,-1.988241042
238009_at,---,---,-1.648723094,NA,-2.057502359
229355_at,UBE2D3,"ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)",-1.648961147,NA,-1.635689497
1555105_a_at,MIER1,mesoderm induction early response 1 homolog (Xenopus laevis),-1.649404185,NA,-1.600111559
212106_at,FAF2,Fas associated factor family member 2,-1.650083921,NA,-1.702867403
208297_s_at,EVI5,ecotropic viral integration site 5,-1.650146749,NA,-1.524807203
232156_at,---,---,-1.651477201,NA,-1.701677482
233152_x_at,---,---,-1.651752448,NA,-1.769646995
226039_at,MGAT4A,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A",-1.65216334,NA,-1.683864355
227277_at,MTDH,metadherin,-1.653821805,NA,-1.610178024
232140_at,---,---,-1.654369378,NA,-1.629404378
201228_s_at,ARIH2,ariadne homolog 2 (Drosophila),-1.654566925,NA,-1.508714242
241922_at,LMO4,LIM domain only 4,-1.654987887,NA,-1.91169034
228250_at,FNIP1,folliculin interacting protein 1,-1.65546547,NA,-1.911053999
203041_s_at,LAMP2,lysosomal-associated membrane protein 2,-1.656582273,NA,-1.72585771
205862_at,GREB1,growth regulation by estrogen in breast cancer 1,-1.657952073,NA,-2.09879224
241704_x_at,ZNF320,zinc finger protein 320,-1.658888371,NA,-1.6443382
229394_s_at,GRLF1,glucocorticoid receptor DNA binding factor 1,-1.659168702,NA,-1.566817183
224359_s_at,HOOK3,hook homolog 3 (Drosophila),-1.659560994,NA,-1.502486298
244042_x_at,---,---,-1.660226988,NA,-1.54561896
213001_at,ANGPTL2,angiopoietin-like 2,-1.660792611,NA,2.384065075
227399_at,VGLL3,vestigial like 3 (Drosophila),-1.66081316,NA,1.653572353
217367_s_at,ZHX3,zinc fingers and homeoboxes 3,-1.660821567,NA,-1.937650111
238456_at,LOC100289230,hypothetical LOC100289230,-1.661088241,NA,-1.782144559
1554762_a_at,WWC2,WW and C2 domain containing 2,-1.66113156,NA,-1.633220755
209377_s_at,HMGN3,high mobility group nucleosomal binding domain 3,-1.662347733,NA,-1.50789832
244401_at,LCA5,Leber congenital amaurosis 5,-1.665350604,NA,-2.046377808
229303_at,---,---,-1.665625235,NA,-1.792208487
208875_s_at,PAK2,p21 protein (Cdc42/Rac)-activated kinase 2,-1.668461597,NA,-1.542472279
229073_at,PRTG,protogenin,-1.669455077,NA,-2.11703034
228348_at,LINS,lines homolog (Drosophila),-1.669685655,NA,-1.584848641
228248_at,RICTOR,"RPTOR independent companion of MTOR, complex 2",-1.670491278,NA,-2.884167327
238536_at,---,---,-1.67193864,NA,-2.31611603
226246_at,KCTD1,potassium channel tetramerisation domain containing 1,-1.672426331,NA,-1.590140852
201681_s_at,DLG5,"discs, large homolog 5 (Drosophila)",-1.673777908,NA,-2.173517687
202065_s_at,PPFIA1,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1",-1.674837011,NA,-1.682505872
203569_s_at,OFD1,oral-facial-digital syndrome 1,-1.67647544,NA,-2.341717025
205789_at,CD1D,CD1d molecule,-1.676603189,NA,-1.545408021
1556345_s_at,---,---,-1.677254302,NA,-2.061457933
35436_at,GOLGA2,golgin A2,-1.677846391,NA,-2.046393354
202601_s_at,HTATSF1,HIV-1 Tat specific factor 1,-1.678080138,NA,-1.504016332
226225_at,MCC,mutated in colorectal cancers,-1.679103335,NA,-2.204034751
230986_at,KLF8,Kruppel-like factor 8,-1.679162657,NA,-2.172708857
212220_at,PSME4,"proteasome (prosome, macropain) activator subunit 4",-1.680381561,NA,-1.911646411
209289_at,NFIB,nuclear factor I/B,-1.681045441,NA,-1.742050506
1552472_a_at,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",-1.681787017,NA,-1.515932326
226981_at,MLL,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)",-1.682008034,NA,-1.528688256
213836_s_at,WIPI1,"WD repeat domain, phosphoinositide interacting 1",-1.682307625,NA,-1.817832041
213472_at,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1 (H),-1.68284059,NA,-2.379441553
225691_at,CDK12,cyclin-dependent kinase 12,-1.68401174,NA,-1.524636799
206874_s_at,SLK,STE20-like kinase,-1.685110955,NA,-1.930206468
204291_at,ZNF518A,zinc finger protein 518A,-1.685223239,NA,-1.794563946
1557749_at,EHBP1L1,EH domain binding protein 1-like 1,-1.685231791,NA,-1.685005743
208797_s_at,GOLGA8A,"golgin A8 family, member A",-1.68539193,NA,-1.85134663
1569794_at,---,---,-1.685393854,NA,-1.829399985
235616_at,TSHZ2,teashirt zinc finger homeobox 2,-1.685825703,NA,-2.105945098
203455_s_at,SAT1,spermidine/spermine N1-acetyltransferase 1,-1.686811431,NA,-1.847613154
226013_at,TRAK1,"trafficking protein, kinesin binding 1",-1.689506011,NA,-1.851606251
204909_at,DDX6,DEAD (Asp-Glu-Ala-Asp) box polypeptide 6,-1.690529249,NA,-1.827459274
220723_s_at,CWH43,cell wall biogenesis 43 C-terminal homolog (S. cerevisiae),-1.692109577,NA,-4.282150317
210942_s_at,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",-1.692147281,NA,-3.022489018
239398_at,KLHL31,kelch-like 31 (Drosophila),-1.693610005,NA,-1.587752786
223191_at,COX16,COX16 cytochrome c oxidase assembly homolog (S. cerevisiae),-1.694536044,NA,-1.562938917
207002_s_at,PLAGL1,pleiomorphic adenoma gene-like 1,-1.694645333,NA,-2.270342497
228372_at,C10orf128,chromosome 10 open reading frame 128,-1.694877499,NA,-1.528000691
212606_at,WDFY3,WD repeat and FYVE domain containing 3,-1.697425491,NA,-1.601275213
226419_s_at,FLJ44342,hypothetical LOC645460,-1.697809619,NA,-1.932851062
202197_at,MTMR3,myotubularin related protein 3,-1.699324916,NA,-1.633586057
219661_at,RANBP17,RAN binding protein 17,-1.700398546,NA,-1.966846123
221221_s_at,KLHL3,kelch-like 3 (Drosophila),-1.700820657,NA,-1.818470257
214729_at,TWISTNB,TWIST neighbor,-1.704040146,NA,-1.631574722
213050_at,COBL,cordon-bleu homolog (mouse),-1.705976216,NA,-2.302273628
221524_s_at,RRAGD,Ras-related GTP binding D,-1.706906723,NA,-2.423302953
228173_at,---,---,-1.707017688,NA,-2.440750093
211401_s_at,FGFR2,fibroblast growth factor receptor 2,-1.707761494,NA,-1.933335912
235575_at,---,---,-1.709016941,NA,-1.918310515
240721_at,---,---,-1.710962526,NA,-1.64710658
214745_at,PLCH1,"phospholipase C, eta 1",-1.711481362,NA,-1.617157494
218769_s_at,ANKRA2,"ankyrin repeat, family A (RFXANK-like), 2",-1.71336499,NA,-1.746159708
243852_at,LUC7L2,LUC7-like 2 (S. cerevisiae),-1.714637363,NA,-1.556173554
223595_at,TMEM133,transmembrane protein 133,-1.715317148,NA,-1.766084451
242136_x_at,MGC70870,C-terminal binding protein 2 pseudogene,-1.716013426,NA,-1.519170176
212435_at,TRIM33,tripartite motif-containing 33,-1.716719134,NA,-1.732869054
213558_at,PCLO,piccolo (presynaptic cytomatrix protein),-1.717027804,NA,-1.63563886
1564002_a_at,AKD1,adenylate kinase domain containing 1,-1.718330574,NA,-1.559507718
212802_s_at,GAPVD1,GTPase activating protein and VPS9 domains 1,-1.71833287,NA,-1.514688995
229633_at,INTS10,integrator complex subunit 10,-1.718699136,NA,-2.027400592
229795_at,---,---,-1.719831699,NA,-1.843367131
227947_at,PHACTR2,phosphatase and actin regulator 2,-1.720181778,NA,-1.802824315
212764_at,ZEB1,zinc finger E-box binding homeobox 1,-1.721080788,NA,-1.538719071
238577_s_at,TSHZ2,teashirt zinc finger homeobox 2,-1.721572688,NA,-1.884127282
243683_at,MORF4L2,Mortality factor 4 like 2,-1.721621408,NA,-2.589213225
203917_at,CXADR,coxsackie virus and adenovirus receptor,-1.72259767,NA,-1.732498189
243664_at,TXNL1,Thioredoxin-like 1,-1.72470307,NA,-2.031626188
1553423_a_at,SLFN13,schlafen family member 13,-1.725453158,NA,-1.6772389
226080_at,SSH2,slingshot homolog 2 (Drosophila),-1.726281233,NA,-1.572196275
235482_at,LOC400960,hypothetical LOC400960,-1.727088373,NA,-1.549118901
223444_at,SENP7,SUMO1/sentrin specific peptidase 7,-1.727109058,NA,-2.046552722
224998_at,CMTM4,CKLF-like MARVEL transmembrane domain containing 4,-1.72972219,NA,-1.600861686
230211_at,---,---,-1.729925658,NA,-1.939797406
205187_at,SMAD5,SMAD family member 5,-1.73058476,NA,-2.540752973
228465_at,---,---,-1.730639913,NA,-1.960880908
230903_s_at,C8orf42,chromosome 8 open reading frame 42,-1.730916088,NA,-1.78197525
229663_at,LONP2,"lon peptidase 2, peroxisomal",-1.731041476,NA,-1.574457481
242712_x_at,RANBP2 /// RGPD1 /// RGPD2 /// RGPD3 /// RGPD4 /// RGPD5 /// RGPD6 /// RGPD8,RAN binding protein 2 /// RANBP2-like and GRIP domain containing 1 /// RANBP2-like and GRIP domain containing 2 /// RANBP2-like and GRIP domain containing 3 /// RANBP2-like and GRIP domain containing 4 /// RANBP2-like and GRIP domain containing 5 /// RANBP2-like and GRIP domain containing 6 /// RANBP2-like and GRIP domain containing 8,-1.732262036,NA,-1.937002908
222708_s_at,STX17,syntaxin 17,-1.73333217,NA,-1.827139129
212747_at,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,-1.735012322,NA,-1.50052176
212677_s_at,CEP68,centrosomal protein 68kDa,-1.735022338,NA,-1.981147704
227766_at,LIG4,"ligase IV, DNA, ATP-dependent",-1.738309352,NA,-1.551490043
202515_at,DLG1,"discs, large homolog 1 (Drosophila)",-1.739038752,NA,-1.760687692
226395_at,HOOK3,hook homolog 3 (Drosophila),-1.739224713,NA,-1.903397746
204113_at,CELF1,"CUGBP, Elav-like family member 1",-1.739281122,NA,-1.762370234
223641_at,---,---,-1.73933662,NA,-1.540041631
238490_at,KIAA2026,KIAA2026,-1.74081134,NA,-1.58995538
1552496_a_at,COBL,cordon-bleu homolog (mouse),-1.743025277,NA,-1.634523141
226517_at,BCAT1,"branched chain amino-acid transaminase 1, cytosolic",-1.744665616,NA,-2.09997653
204181_s_at,ZBTB43,zinc finger and BTB domain containing 43,-1.744882931,NA,-1.917337399
234332_at,NUB1,negative regulator of ubiquitin-like proteins 1,-1.745465274,NA,-1.534305267
204142_at,ENOSF1,enolase superfamily member 1,-1.746853004,NA,-1.721639858
228155_at,C10orf58,chromosome 10 open reading frame 58,-1.747592011,NA,-1.730962716
209711_at,SLC35D1,"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1",-1.747798463,NA,-1.72846167
221504_s_at,ATP6V1H,"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H",-1.748827839,NA,-1.675590473
213110_s_at,COL4A5,"collagen, type IV, alpha 5",-1.751233665,NA,-2.111888975
209066_x_at,UQCRB,ubiquinol-cytochrome c reductase binding protein,-1.751711464,NA,-1.530615079
238785_at,---,---,-1.758811702,NA,-1.967614945
205020_s_at,ARL4A,ADP-ribosylation factor-like 4A,-1.758941405,NA,-1.501431892
239577_at,---,---,-1.760566161,NA,-2.154914056
235547_at,N4BP2L2,NEDD4 binding protein 2-like 2,-1.761667291,NA,-3.432294019
204633_s_at,RPS6KA5,"ribosomal protein S6 kinase, 90kDa, polypeptide 5",-1.764758651,NA,-2.428009705
230729_at,---,---,-1.765151165,NA,-1.58593026
225858_s_at,XIAP,X-linked inhibitor of apoptosis,-1.765187735,NA,-1.604761962
222592_s_at,ACSL5,acyl-CoA synthetase long-chain family member 5,-1.767173634,NA,-1.998546286
212616_at,CHD9,chromodomain helicase DNA binding protein 9,-1.770045981,NA,-1.63223551
1562544_at,---,---,-1.770487658,NA,-1.69325289
1554015_a_at,CHD2,chromodomain helicase DNA binding protein 2,-1.771082256,NA,-1.543899155
217974_at,TM7SF3,transmembrane 7 superfamily member 3,-1.77248957,NA,-1.532238538
219163_at,ZNF562,zinc finger protein 562,-1.775183641,NA,-1.557553435
210461_s_at,ABLIM1,actin binding LIM protein 1,-1.775515194,NA,-1.589282051
236116_at,---,---,-1.776455434,NA,-1.541155921
208685_x_at,BRD2,bromodomain containing 2,-1.77742312,NA,-1.761775361
225548_at,SHROOM3,shroom family member 3,-1.777819894,NA,-2.208034714
222540_s_at,RSF1,remodeling and spacing factor 1,-1.778065312,NA,-1.918494538
208055_s_at,HERC4,hect domain and RLD 4,-1.77839757,NA,-1.605912021
204028_s_at,RABGAP1,RAB GTPase activating protein 1,-1.778914441,NA,-2.240529534
226508_at,PHC3,polyhomeotic homolog 3 (Drosophila),-1.781477541,NA,-1.530160149
214552_s_at,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",-1.783650848,NA,-1.571467919
235457_at,MAML2,mastermind-like 2 (Drosophila),-1.784507717,NA,-1.684807051
231850_x_at,KIAA1712,KIAA1712,-1.784633246,NA,-2.642799386
235227_at,---,---,-1.786152493,NA,-1.659415921
227502_at,---,---,-1.786553848,NA,-1.76629073
207821_s_at,PTK2,PTK2 protein tyrosine kinase 2,-1.787437245,NA,-1.738203955
212615_at,CHD9,chromodomain helicase DNA binding protein 9,-1.787593349,NA,-1.618175995
203787_at,SSBP2,single-stranded DNA binding protein 2,-1.787668007,NA,-1.588231005
230403_at,RFX3,"regulatory factor X, 3 (influences HLA class II expression)",-1.788182202,NA,-1.919549892
218873_at,GON4L,gon-4-like (C. elegans),-1.789458331,NA,-1.584305991
226808_at,ZNF862,zinc finger protein 862,-1.78945948,NA,-1.737121091
212508_at,MOAP1,modulator of apoptosis 1,-1.79017247,NA,-1.755217968
202271_at,FBXO28,F-box protein 28,-1.790255433,NA,-1.559054856
230305_at,---,---,-1.790262844,NA,-1.941069676
214092_x_at,SUGP2,SURP and G patch domain containing 2,-1.790302857,NA,-1.703707492
212812_at,SERINC5,serine incorporator 5,-1.79087285,NA,-1.527684808
209404_s_at,TMED7,transmembrane emp24 protein transport domain containing 7,-1.79319217,NA,-1.530762989
222729_at,FBXW7,F-box and WD repeat domain containing 7,-1.795617425,NA,-2.050540639
219157_at,KLHL2,"kelch-like 2, Mayven (Drosophila)",-1.798040984,NA,-1.668781633
223251_s_at,ANKRD10,ankyrin repeat domain 10,-1.798424925,NA,-1.672440168
203583_at,UNC50,unc-50 homolog (C. elegans),-1.799807667,NA,-1.507048467
224840_at,FKBP5,FK506 binding protein 5,-1.802908147,NA,-2.476485713
217979_at,TSPAN13,tetraspanin 13,-1.804785424,NA,-1.694179396
1558249_s_at,STX16,syntaxin 16,-1.805555281,NA,-2.700321912
231180_at,LOC100506591,hypothetical LOC100506591,-1.805766247,NA,-2.2227861
224861_at,GNAQ,"guanine nucleotide binding protein (G protein), q polypeptide",-1.806770081,NA,-1.564717003
226165_at,C8orf59,chromosome 8 open reading frame 59,-1.806987038,NA,-1.505925476
226277_at,COL4A3BP,"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",-1.808744766,NA,-1.806439124
217982_s_at,MORF4L1,mortality factor 4 like 1,-1.809533625,NA,-1.543759943
213111_at,PIKFYVE,"phosphoinositide kinase, FYVE finger containing",-1.810748692,NA,-2.013665152
227026_at,MPHOSPH8,M-phase phosphoprotein 8,-1.810858437,NA,-1.736892076
225365_at,ZDHHC20,"zinc finger, DHHC-type containing 20",-1.811036142,NA,-1.793749533
235031_at,---,---,-1.81329016,NA,-1.518289613
214684_at,MEF2A,myocyte enhancer factor 2A,-1.814989255,NA,-1.636955213
235217_at,LOC100216546,hypothetical LOC100216546,-1.815166443,NA,-1.936014847
227752_at,SPTLC3,"serine palmitoyltransferase, long chain base subunit 3",-1.817125763,NA,-2.369117714
212536_at,ATP11B,"ATPase, class VI, type 11B",-1.818171577,NA,-2.009506204
222413_s_at,MLL3,myeloid/lymphoid or mixed-lineage leukemia 3,-1.818569561,NA,-2.380144271
227948_at,FGD4,"FYVE, RhoGEF and PH domain containing 4",-1.819831249,NA,-3.576767076
217746_s_at,PDCD6IP,programmed cell death 6 interacting protein,-1.820555977,NA,-1.531453507
235078_at,---,---,-1.820682445,NA,-2.02785348
1555960_at,HINT1,histidine triad nucleotide binding protein 1,-1.821898071,NA,-1.875232651
202724_s_at,FOXO1,forkhead box O1,-1.822939962,NA,-2.052915589
202079_s_at,TRAK1,"trafficking protein, kinesin binding 1",-1.823570669,NA,-1.936108994
214363_s_at,MATR3,matrin 3,-1.824544491,NA,-1.580786758
225697_at,CDK12,cyclin-dependent kinase 12,-1.824645196,NA,-1.586558089
1569894_at,PPP2R3C,"protein phosphatase 2, regulatory subunit B'', gamma",-1.825357906,NA,-2.185182389
230142_s_at,CIRBP,cold inducible RNA binding protein,-1.825865502,NA,-2.652738701
223695_s_at,ARSD,arylsulfatase D,-1.827773661,NA,-1.681095495
1559214_at,---,---,-1.829666029,NA,-2.235338705
223058_at,FAM107B,"family with sequence similarity 107, member B",-1.831010861,NA,-1.615516669
214308_s_at,HGD,"homogentisate 1,2-dioxygenase",-1.8320327,NA,-3.232516975
204716_at,CCDC6,coiled-coil domain containing 6,-1.833953732,NA,-1.58732123
232094_at,C15orf29,chromosome 15 open reading frame 29,-1.834525227,NA,-2.041176667
211992_at,WNK1,WNK lysine deficient protein kinase 1,-1.83513411,NA,-1.93440808
203146_s_at,GABBR1,"gamma-aminobutyric acid (GABA) B receptor, 1",-1.8360874,NA,-2.191174023
201506_at,TGFBI,"transforming growth factor, beta-induced, 68kDa",-1.837367986,NA,2.355198697
203496_s_at,MED1,mediator complex subunit 1,-1.837474917,NA,-1.509132405
207318_s_at,CDK13,cyclin-dependent kinase 13,-1.837992322,NA,-1.697145762
230408_at,---,---,-1.83855035,NA,-1.630937865
223585_x_at,KBTBD2,kelch repeat and BTB (POZ) domain containing 2,-1.838798813,NA,-1.665677082
225589_at,SH3RF1,SH3 domain containing ring finger 1,-1.839123578,NA,-1.582336336
225433_at,GTF2A1,"General transcription factor IIA, 1, 19/37kDa",-1.839942916,NA,-1.528052819
241741_at,CRLS1,cardiolipin synthase 1,-1.842027969,NA,-1.686186343
212460_at,C14orf147,chromosome 14 open reading frame 147,-1.842146564,NA,-1.839498911
219968_at,ZNF589,zinc finger protein 589,-1.843423815,NA,-2.148516804
1556060_a_at,ZNF451,zinc finger protein 451,-1.844788407,NA,-1.797667365
229433_at,RBM26,RNA binding motif protein 26,-1.84709086,NA,-1.513081892
220948_s_at,ATP1A1,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",-1.847596225,NA,-1.948989738
215985_at,NCRNA00171,Non-protein coding RNA 171,-1.847653942,NA,-1.547596726
201407_s_at,PPP1CB,"protein phosphatase 1, catalytic subunit, beta isozyme",-1.847742061,NA,-1.708343257
200595_s_at,EIF3A,"eukaryotic translation initiation factor 3, subunit A",-1.848392386,NA,-1.604135184
201775_s_at,KIAA0494,KIAA0494,-1.849002642,NA,-1.707770724
207738_s_at,NCKAP1,NCK-associated protein 1,-1.849610607,NA,-2.046005915
203990_s_at,KDM6A,lysine (K)-specific demethylase 6A,-1.850268484,NA,-1.776225423
208407_s_at,CTNND1,"catenin (cadherin-associated protein), delta 1",-1.851955669,NA,-1.521550899
212951_at,GPR116,G protein-coupled receptor 116,-1.852703142,NA,-1.699713049
207943_x_at,PLAGL1,pleiomorphic adenoma gene-like 1,-1.85309263,NA,-1.916076406
225266_at,ZNF652,zinc finger protein 652,-1.853649934,NA,-2.410441982
241310_at,---,---,-1.854292966,NA,-1.828185924
223430_at,SIK2,salt-inducible kinase 2,-1.854415814,NA,-1.800929496
202228_s_at,NPTN,neuroplastin,-1.85442631,NA,-1.55449028
201690_s_at,TPD52,tumor protein D52,-1.854486451,NA,-1.593924331
205699_at,MAP2K6,mitogen-activated protein kinase kinase 6,-1.854926213,NA,-2.701087696
204388_s_at,MAOA,monoamine oxidase A,-1.855152195,NA,-2.188377519
222716_s_at,SNX24,sorting nexin 24,-1.856295643,NA,-1.625782442
225658_at,SPOPL,speckle-type POZ protein-like,-1.856753902,NA,-1.603876843
239292_at,---,---,-1.8572663,NA,-1.97213188
232311_at,B2M,Beta-2-microglobulin,-1.857866612,NA,-1.994893914
202097_at,NUP153,nucleoporin 153kDa,-1.858391283,NA,-1.823134211
212231_at,FBXO21,F-box protein 21,-1.859811453,NA,-1.596373383
214241_at,NDUFB8,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa",-1.859956871,NA,-1.876012588
219388_at,GRHL2,grainyhead-like 2 (Drosophila),-1.860221837,NA,-1.66970914
1557810_at,---,---,-1.861204015,NA,-1.722153257
203532_x_at,CUL5,cullin 5,-1.862715126,NA,-1.510053908
229513_at,STRBP,spermatid perinuclear RNA binding protein,-1.866252886,NA,-2.302170122
221540_x_at,GTF2H2 /// GTF2H2B /// GTF2H2C /// GTF2H2D,"general transcription factor IIH, polypeptide 2, 44kDa /// general transcription factor IIH, polypeptide 2B /// general transcription factor IIH, polypeptide 2C /// general transcription factor IIH, polypeptide 2D",-1.867279191,NA,-1.55968184
206497_at,C7orf44,chromosome 7 open reading frame 44,-1.869231629,NA,-1.522292406
227031_at,SNX13,sorting nexin 13,-1.870087088,NA,-2.04712374
227656_at,C6orf70,chromosome 6 open reading frame 70,-1.870326773,NA,-1.764578488
200087_s_at,TMED2,transmembrane emp24 domain trafficking protein 2,-1.871112953,NA,-1.571691939
212076_at,MLL,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)",-1.8711847,NA,-1.613005758
229803_s_at,---,---,-1.871682307,NA,-2.092274981
208734_x_at,RAB2A,"RAB2A, member RAS oncogene family",-1.872146082,NA,-1.633504891
207705_s_at,NINL,ninein-like,-1.872166755,NA,-1.83822224
228991_at,CDK13,cyclin-dependent kinase 13,-1.87260532,NA,-1.897890788
201073_s_at,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",-1.873120155,NA,-1.657574808
201733_at,CLCN3,chloride channel 3,-1.875338127,NA,-2.450039076
230029_x_at,UBR3,ubiquitin protein ligase E3 component n-recognin 3 (putative),-1.878159633,NA,-1.785289596
211089_s_at,NEK3,NIMA (never in mitosis gene a)-related kinase 3,-1.879247574,NA,-2.022434275
235580_at,ZNF141,zinc finger protein 141,-1.880155431,NA,-1.556630765
213033_s_at,NFIB,nuclear factor I/B,-1.882508606,NA,-1.724062949
219115_s_at,IL20RA,"interleukin 20 receptor, alpha",-1.882696574,NA,-2.343935536
220195_at,MBD5,methyl-CpG binding domain protein 5,-1.882860893,NA,-1.523386008
201868_s_at,TBL1X,transducin (beta)-like 1X-linked,-1.88293562,NA,-2.477125694
242539_at,DIS3L2,DIS3 mitotic control homolog (S. cerevisiae)-like 2,-1.883795572,NA,-1.755041467
230588_s_at,LOC285074,anaphase promoting complex subunit 1 pseudogene,-1.883988333,NA,-1.510748442
203531_at,CUL5,cullin 5,-1.8851911,NA,-1.63180796
204363_at,F3,"coagulation factor III (thromboplastin, tissue factor)",-1.885226937,NA,-2.501599935
217144_at,UBB,ubiquitin B,-1.885900827,NA,-1.983073816
224818_at,SORT1,sortilin 1,-1.886548817,NA,-1.790375156
228708_at,RAB27B,"RAB27B, member RAS oncogene family",-1.887651631,NA,-3.378850927
243338_at,---,---,-1.889069285,NA,-1.884471629
200911_s_at,TACC1,"transforming, acidic coiled-coil containing protein 1",-1.889158155,NA,-1.658043698
208116_s_at,MAN1A1,"mannosidase, alpha, class 1A, member 1",-1.889199091,NA,-1.687010412
221760_at,MAN1A1,"mannosidase, alpha, class 1A, member 1",-1.890621151,NA,-1.561473599
206383_s_at,G3BP2,GTPase activating protein (SH3 domain) binding protein 2,-1.892323593,NA,-1.559682677
208737_at,ATP6V1G1,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1",-1.89268975,NA,-2.032486557
221971_x_at,AGAP10 /// AGAP4 /// AGAP5 /// AGAP9,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 10 /// ArfGAP with GTPase domain, ankyrin repeat and PH domain 4 /// ArfGAP with GTPase domain, ankyrin repeat and PH domain 5 /// ArfGAP with GTPase domain, ankyrin repeat and PH domain 9",-1.893037189,NA,-1.722730439
218659_at,ASXL2,additional sex combs like 2 (Drosophila),-1.893100282,NA,-2.296778457
227505_at,---,---,-1.894382282,NA,-1.951370109
208718_at,DDX17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,-1.897640304,NA,-1.524326997
222415_at,MLL3,myeloid/lymphoid or mixed-lineage leukemia 3,-1.899718052,NA,-1.639295515
221850_x_at,AGAP11 /// AGAP4 /// AGAP6 /// AGAP7 /// AGAP8,"ankyrin repeat and GTPase domain Arf GTPase activating protein 11 /// ArfGAP with GTPase domain, ankyrin repeat and PH domain 4 /// ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 /// ArfGAP with GTPase domain, ankyrin repeat and PH domain 7 /// ArfGAP with GTPase domain, ankyrin repeat and PH domain 8",-1.9019113,NA,-1.854034101
